image,probability,pred_class
4379078340_a467275a82_z,0.826933033019729,1
4378157734_e9a4d06795_z,0.930788643051186,1
4353393117_cf7b96578e_z,0.205743480659395,0
4381352937_ee424d18cd_z,0.747112224046631,1
4320328209_4facc6c9ef_z,0.719799098325137,1
4316981315_7101f1d5cb_z,0.634472297179713,1
4380721133_e166ede487_z,0.997552239728875,1
4382012086_38465bc89e_z,0.823962632653032,1
2017_66866413,0.398297371649786,0
4366740796_ee8ef70efc_z,0.872760876077104,1
4375728540_94f0cfe928_z,0.834397028600135,1
2017_57755364,0.480607506131968,0
4359490794_0777bcbd68_z,0.0334853293185846,0
4384029814_d808a914ca_z,0.894960936116595,1
4363894244_7322f8b115_z,0.100449138528665,0
4374752679_4eb354933f_z,0.0851597015978422,0
4346707578_52b67a23c9_z,0.579021843033938,1
2017_91028932,0.109763370498292,0
4330783152_1cde501a09_s,0.101837344497175,0
2017_62622710,0.627595827228333,1
4363453204_4e04af2ced_z,0.851382833127491,1
4328779216_c0a76b51c6_z,0.840852628945961,1
4359205331_7b10449378_z,0.107620131244927,0
2017_34297647,0.910126631234962,1
2017_34553925,0.376904901613065,0
4363204827_aa93698659_z,0.0987956298703256,0
4376132829_de1dec9668_z,0.351093669070702,0
2017_52085043,0.226524026974774,0
2017_65972624,0.388565677203823,0
4347784273_85416fb0c1_z,0.993321230065857,1
4385375572_69a823d95b_z,0.733869732693378,1
4332914169_d99d58d657_z,0.631539448719912,1
4344825090_7a7d1cf6b4_z,0.481166599217212,0
4366902463_ab8cd9ac95_z,0.538961791850123,1
2017_67434582,0.221674572873899,0
2017_35224672,0.254081071789565,0
2017_27323198,0.646985124703129,1
2017_17704629,0.259988398092192,0
2017_53069544,0.0586140398755165,0
2017_26139414,0.671029681645995,1
4369991851_673b2bb63d_z,0.33676109179578,0
4315110960_8be05debed_z,0.611431872590931,1
4331634035_078f25654a_z,0.940577016874262,1
4376332056_f984956fd6_z,0.0218112662739008,0
4381691967_ab57e9cb5e_z,0.00923898315254482,0
4336264708_ffb02af305_z,0.108563247014663,0
4325598805_53bf1c34eb_z,0.948614448879494,1
2017_21833190,0.0736108558420144,0
4359403987_41ff9235ab_z,0.773939914749502,1
2017_73774424,0.27838878927866,0
4337482358_526d279438_z,0.00603844607750158,0
4316189872_e2160ebcab_z,0.395413320511644,0
4401562173_5c005c58a0_z,0.372954122401223,0
4337519700_bcd0b7f466_z,0.876862534127519,1
4365744246_b57ffaa306_s,0.109021589947903,0
4335828905_8fc5293b70_z,0.340487342658304,0
2017_33756206,0.0261219639206586,0
4383285379_c0400f06e1_s,0.402063105961102,0
4356382697_f304550904_z,0.428471424484041,0
4363794623_29a7850de9_s,0.0348135509725419,0
4375124942_22f420f661_z,0.525014500042825,1
4380846384_7d83ed7212_z,0.249475135558878,0
4364429549_20d45c8b55_z,0.310760899354128,0
4360315516_55445784e5_z,0.61620685380523,1
2017_66209062,0.998969202286023,1
4355735347_ba519cb75e_z,0.476413058529589,0
4349228571_9402e9b19c_s,0.452032401110306,0
4346634230_ef5005aa95_z,0.393350710187233,0
4350856372_fa6c6b9e8e_z,0.0227978211130506,0
2017_70722181,0.983485200611105,1
4378179809_72807fa77d_z,0.0571057752797852,0
4328754920_b276fc4831_z,0.614659211966596,1
4377530118_20e6a8b863_z,0.576742115261707,1
2017_89469941,0.298545281660953,0
4374839748_856f2dcac1_z,0.0654210802454004,0
4350823762_b282c962ba_z,0.610709116126651,1
4382271913_713f38062e_z,0.907491852690768,1
2017_49063822,0.206431261659248,0
4337967246_1fdd61f82e_z,0.647181144681991,1
4358099818_6d276452a0_z,0.640413256925875,1
4322020944_6e6e7e3f7e_z,0.223054365082839,0
4315793513_3f9bc8778d_z,0.0732880344218642,0
4363614340_936eaf3cb4_z,0.23799420650006,0
4382264317_5dc26f3914_z,0.956421500433336,1
4375476567_55d908c7ca_z,0.277769191937286,0
4378190826_eb149028a5_s,0.086834840607134,0
4350957391_ca2990e1a9_z,0.183133501036742,0
4339109150_7c2a8135ee_z,0.918340272369502,1
4376187719_7c4844d068_z,0.220345889826367,0
4378078254_2106ff4359_z,0.343733227784682,0
4375638485_494911fbf6_z,0.849744390896027,1
2017_78980971,0.255291275668607,0
4384480082_b8e55c2f5d_z,0.739041858029185,1
2017_62163083,0.401515772215977,0
2017_43157851,0.219040084073022,0
4382304161_c0cc4c7ca8_z,0.128214916368279,0
4420463215_debf147f65_z,0.0639179745242627,0
4377072627_71cfb374b8_z,0.533846516533907,1
4370405581_7f3d6b9d78_z,0.857077663492191,1
4357060870_b7b5e77436_z,0.605682469925434,1
4385985621_a20b30d6e5_z,0.342444676344705,0
4383178998_4c633fedd5_z,0.344976294014153,0
4319720463_1f25be8441_z,0.354067418873829,0
4357387287_295b89044e_z,0.623704765268296,1
4364495213_9b506e3743_z,0.553593340842331,1
4382989828_eb0283699f_z,0.116229858455742,0
4320080826_9aa45e0fbd_z,0.0591771584797448,0
4360968122_13ac8615be_z,0.848470192806774,1
4364142979_469445f303_z,0.420119421622257,0
2017_45889282,0.0871606454059653,0
4369278819_d2f80cbef4_z,0.152764908334758,0
4379196947_773250f95d_z,0.759842564553255,1
4349342427_4e780639c7_z,0.675590245063955,1
2017_73898473,0.74052266779896,1
4347627773_2eaa4b3f4a_z,0.455367668439245,0
4365885246_00ae5cec7b_z,0.496362340908328,0
4387960149_cb60e915b1_z,0.991795318117764,1
4365815354_1124b45e63_z,0.268239917474959,0
4384006822_c9ba978da2_z,0.497522925855932,0
2017_11743124,0.643360532907674,1
4343479426_96815fbccb_z,0.160307618707405,0
4360314863_f081edf0aa_z,0.763969306502545,1
4382083590_4de38ec42a_z,0.683454540290036,1
2017_67091768,0.436066019930879,0
4385302412_b9071086f0_z,0.429423647676643,0
4382993314_00efd22d11_z,0.480646318366962,0
4382069326_a03eddeba3_z,0.188857843534407,0
2017_97738384,0.272777207309377,0
2017_70136818,0.996030036048623,1
4355948197_b01c8556c4_z,0.154225747362115,0
4384030021_711d44595b_z,0.0371643134631198,0
4362297271_9e4734726c_z,0.294485818394786,0
4426827320_14b9507e64_z,0.59787348686271,1
4381976714_666e11004c_z,0.558207236670643,1
4367222969_49e37183da_z,0.682868756541307,1
2017_71222771,0.880135644321144,1
4343889691_ce578ff823_z,0.446874671015562,0
4370370079_4056250340_z,0.93753798573756,1
4363150284_5120e072b0_z,0.279229002817745,0
2017_92616578,0.206562703511845,0
4381332106_ca1247321d_z,0.884430541534523,1
4380397737_9d1f71b4c9_z,0.624665301004613,1
4372182418_e184b1a56c_z,0.658544132778334,1
2017_24059988,0.308108132310745,0
4420679644_107114f1be_z,0.987433222134898,1
4391947185_304e6d8c73_z,0.105107427894112,0
4315537215_fa0eef7730_z,0.0387327824356861,0
4381711476_df603d0ed7_z,0.546775448542288,1
4370415490_6359878e26_z,0.477864978309049,0
4318365337_b1e9c9b828_z,0.723624327281256,1
4380134946_9e47a52770_z,0.394526165836351,0
4373178972_768c50fcc7_z,0.668355912062181,1
4372789721_f1143ccf19_z,0.584851927607648,1
4381459894_5ac301b6f5_z,0.341583449584886,0
4351959365_6e372f6dec_z,0.908169508520507,1
4350066248_df29263f25_z,0.693453290858076,1
4378802604_db3d7b8c29_z,0.615197846841765,1
4382150731_f643a239e1_z,0.931769284774674,1
4346985561_7fb95a1059_z,0.943113678191971,1
4358331162_6fc5c4f9ea_z,0.70136876553617,1
4341519344_cf38871be7_s,0.346726635376656,0
4338892273_dc35b38676_z,0.32016280645108,0
4384417092_f235b675ea_z,0.365975662359244,0
4385234948_7c6b6db241_z,0.423089986207385,0
2017_35745732,0.110818890579143,0
4357698640_a1ed8aacca_z,0.330194247250521,0
4360950507_77a3fe945e_z,0.63901607624974,1
4347305729_e1f2bb6b04_z,0.928573427232933,1
4332726570_f8211e8b0a_z,0.667069542504606,1
2017_92002745,0.728755547338038,1
4348501145_0db130dc24_z,0.955133416708293,1
4379964297_4ef62220c1_z,0.333279962914413,0
2017_52240213,0.715681242579782,1
4372630194_1c0a671bf0_z,0.416095192685059,0
4333663808_947af278a0_s,0.363062377412181,0
4354053244_4791a3f94f_z,0.30627642954941,0
4358628793_1a0490c070_z,0.585431220703153,1
4337250695_7eb155923c_z,0.343695825187153,0
4363032968_2f708b9772_z,0.706843982162402,1
4329587392_59bb4a91ff_z,0.270681646866115,0
4378528480_b4ec9ce9be_z,0.207587074792924,0
4343836397_45de31afa6_s,0.788895735994739,1
2017_92653713,0.663585996660225,1
2017_25945100,0.663615182837206,1
4376974199_7bc2b12f36_z,0.477800407445643,0
4323748674_58acddc573_z,0.896920225771601,1
4375032838_b7aca92709_z,0.0157096158353386,0
4355803642_732851fec0_z,0.729217094184444,1
4314882240_c3594df8d4_z,0.327749636186744,0
2017_75444820,0.968852425360868,1
4334402803_9c0272b7b2_z,0.853212900191674,1
4380358148_c26de483e9_z,0.633310176267445,1
2017_54025380,0.306244715563318,0
4357784320_78c44c1a65_z,0.707289974542161,1
4317305808_a0dd9f5696_z,0.0332967858481785,0
4422156247_13b4f4f901_z,0.495405601532406,0
4330552492_1c4efe73f2_z,0.382033955452162,0
2017_72219204,0.740766087817032,1
4344559473_e463902511_z,0.107135829436915,0
4328976041_2fbb6b580b_z,0.712604895284637,1
4369751925_f279dd713a_z,0.718704725313438,1
4367405811_f260a27c81_z,0.569443231438007,1
2017_24205050,0.462531111775726,0
4330699967_700376605d_z,0.0757214128376838,0
4361734695_95b4c0b3dc_s,0.567878544904734,1
4316426134_ab3187f853_z,0.593511338079419,1
4315481060_814aafbb61_z,0.869174750790293,1
4376870182_dd3b5e5e05_z,0.568580268560088,1
4349610468_d8e5cb7131_z,0.517038950750227,1
4368253163_74ab71bd6d_z,0.692485492877615,1
4359961010_ec96a0f4f4_z,0.294369686989255,0
4363405870_489db2794d_z,0.848731143868534,1
2017_67943861,0.425777648957517,0
2017_80990106,0.32742840296216,0
4369843411_316f2c5d1a_z,0.455963912973843,0
4355469009_21144f2ded_z,0.723243818416736,1
2017_12636178,0.814066525574647,1
4364497395_031cab84a1_z,0.802615796791787,1
4375835818_b731300002_z,0.145579881558585,0
2017_60538114,0.540719448237664,1
4383809441_741fea1a93_z,0.18805202074283,0
2017_59164500,0.8999042241574,1
4337214560_e932c6f403_z,0.80995223055956,1
4381155882_21c060326f_z,0.384944452608308,0
4356695765_cd4cbd521b_z,0.693272692157235,1
4356550858_5f8af5548b_z,0.531568263529196,1
2017_79957635,0.440955459567637,0
4382740487_6a74dcc0bf_z,0.453496320387053,0
4425075882_71080e1d27_z,0.586867844525268,1
4345622141_a5efdb350c_z,0.498753877097765,0
4327919990_60cd47c560_z,0.886117045669007,1
2017_16350387,0.597886456221466,1
4368589204_348646186c_z,0.697026350864259,1
4353920098_6226296407_z,0.211010989313019,0
4381335594_764682e41b_z,0.223162418127068,0
4347916704_c5c7ccc649_z,0.81227909859634,1
4377188437_2aca016760_z,0.854451781596128,1
4377748776_b2f227b21d_z,0.309130266825568,0
4350198914_c1c4de80f2_z,0.340581654289643,0
4406178999_901361260b_z,0.817761934770076,1
4368829018_f911b5a6bb_z,0.81844418430327,1
4353157823_7364281a38_z,0.42191007341151,0
4319237624_25d0fc7520_z,0.487361606997879,0
4368302039_f9244db6d3_z,0.38200235096028,0
4383420921_12f335d839_z,0.222027646416678,0
4318538151_2b1f1aa7ae_z,0.931887737272572,1
4341542467_be4dd2c05e_z,0.920241317118363,1
4375050927_ee8277d812_z,0.0933094882983214,0
4383878109_1449d5682c_z,0.745873096587676,1
2017_89683008,0.813400507531693,1
4345217385_f7b5cf5fe5_z,0.758720676251097,1
4342545060_3c5895d383_z,0.652270594369703,1
4358139311_d1ed0f31f7_z,0.597836552735509,1
2017_85319340,0.411090046889601,0
4381201485_019ea1c217_z,0.518140354137419,1
4347767200_6d54b4a681_z,0.960596200093274,1
2017_78407345,0.354820020639689,0
2017_36241665,0.713257669871318,1
4350127006_c4a87b0e40_z,0.920726854306044,1
4338699891_12c370aef1_z,0.831240733085715,1
4379104819_af9a27ab9b_z,0.149996009741122,0
4369244039_b75376fe54_z,0.893946572183203,1
4375708240_1683d72edc_z,0.0682612304831941,0
4363944878_e9730da620_z,0.543422805885444,1
4329571197_06d4f8e59d_z,0.217794409828767,0
2017_98855235,0.241501400167508,0
4320640388_30e4d217e2_z,0.892440726513362,1
4381863146_8d30c621f9_z,0.597305853817342,1
4404182125_eb136570cd_z,0.729399690834333,1
4382016294_34a1abaa64_s,0.920009137657351,1
4317785464_69ec45ec83_z,0.0335859368330065,0
4370859340_774328d205_z,0.718251570364384,1
4384038858_90d5db0b50_z,0.971957845619694,1
4373958931_d6190f52eb_z,0.370908965596327,0
4383442473_8f4d6f3ff9_z,0.664994974853241,1
2017_80057905,0.259499844110934,0
4379102613_bde5934c55_z,0.96331860704419,1
4380505423_3bae4ded2c_z,0.926408330130425,1
4379332398_215e182af4_z,0.295481885453699,0
4382733284_e0f936967d_z,0.611393058472441,1
2017_62797934,0.579143130139261,1
2017_13116586,0.696880802308704,1
4372661019_2cb8839410_s,0.707109112149967,1
4368150483_b0020bc129_z,0.66902412541425,1
4319562768_7d8c9bbcd8_z,0.143234882234191,0
2017_81027920,0.149917482432022,0
4376563773_1617e8581a_z,0.442285283975178,0
4356559175_11a690a94c_z,0.0106945537690439,0
4325396947_78b14f3bbe_z,0.737518479197133,1
4339466445_709a52eb50_z,0.804587959357684,1
2017_96140855,0.0015744134139213,0
4357367574_4c02ea0b06_z,0.141700505435669,0
4379876690_e879bd7ea8_z,0.862064390958671,1
4378017229_8eaff87be6_z,0.406798910212819,0
4337161543_20d60fe561_z,0.568620543400051,1
4315134653_985befa899_z,0.917392982936635,1
4326345456_928af592f1_z,0.695261886986044,1
4333556819_e4acc4f9b1_z,0.883181308371799,1
4384191285_7dbf6aa97f_z,0.757499412959943,1
4375992377_d05c09543e_z,0.306784099968815,0
4370238462_3ef9d6d488_z,0.711688174155249,1
4375206640_4bc394886b_z,0.132448770464984,0
4416200633_80f7033c0d_z,0.265206665018096,0
4364498855_ace4eff5a6_z,0.0535900113188081,0
4351051215_d03dd49795_z,0.295251580288478,0
4356162434_53cf38dd69_z,0.533689102325313,1
4379651292_3d773b15e7_z,0.703099799058477,1
4383985751_9d715b9f6e_z,0.223527966443838,0
4337836636_a21e0ac24e_z,0.480523279588566,0
4364165014_579ace93c8_z,0.410182014515014,0
4359961577_cd336bd26e_z,0.599212911225408,1
4372906812_2cb0fde51c_z,0.612381435803013,1
4378370669_4fc74bbbdb_z,0.890202210796825,1
4314571271_85d73891a5_z,0.0799315392444754,0
4376097321_99b9bdbe80_z,0.833775786351215,1
2017_32976912,0.62671905439131,1
4360052402_d970399f2e_z,0.990032909453111,1
4381303352_16ebe884d3_z,0.832702185077689,1
4395865519_a00151049f_z,0.717720393559399,1
4333124330_0636ab8a42_z,0.491946623911352,0
4358096930_777fbb3137_z,0.183943911220309,0
4376054840_449df5cff8_z,0.459952543305125,0
4377830476_84360d47b3_z,0.857227433809642,1
4334333177_1259051dae_z,0.579947296662104,1
4376157832_2ce8f68895_z,0.866250588656987,1
4380141451_944ab97600_z,0.858639562740264,1
4355105761_8f1171692d_z,0.134234918517584,0
4354839401_485ea40b17_z,0.928739726742883,1
4371855015_c64af9e501_z,0.804858039568024,1
4372529044_f4da45950b_z,0.662826752599661,1
2017_56124486,0.076093133054576,0
4414427793_7e11ebf11e_z,0.751127017277294,1
4373556126_0e3860e4a5_z,0.0502284204873256,0
4420075484_eda7cd2dbf_z,0.325686329055122,0
4354356884_53e72316ca_z,0.177977484922191,0
4345913746_3c8d296d38_s,0.0535363894380614,0
4364799983_7dc63ca7d4_z,0.313274245898573,0
4367212929_550d83065b_z,0.72491292060985,1
4352857792_3162e775a8_z,0.724860504098091,1
2017_14187578,0.116743675523219,0
4350201022_518e78387b_s,0.499527917208027,0
4363070928_c6e1021576_z,0.937184269338015,1
4381101838_4ff2800299_z,0.373769418201394,0
4371810824_dac9d20fc3_z,0.690066379101864,1
2017_92158097,0.303449364092733,0
4370107856_4f89b8dba0_z,0.667473868102257,1
4353868152_0cd2c15be8_z,0.385765714849448,0
4380095595_862c81c229_z,0.160303598991511,0
2017_68828075,0.124578815506802,0
4385987185_2ab46f69d2_z,0.745405555819347,1
4380542542_0e130774c1_z,0.0542653558703893,0
4383983725_8377832304_z,0.644863588672076,1
4374876122_e5a09a4afa_z,0.21674773220324,0
4313781242_07263b7949_z,0.942306180117248,1
4379677769_c0d98f059a_z,0.174992035053891,0
4349199064_836530e241_z,0.782442900441844,1
4349967460_5525753536_z,0.868536522471661,1
4382297725_11e41cee11_s,0.88335870054236,1
4377688000_ba5f6f08f5_z,0.330384027534755,0
4373568643_162ee1a734_z,0.03175570385796,0
4380814040_3840b74f8c_z,0.733376501636215,1
4368876436_3209f8987c_z,0.869791391207262,1
4380865365_67a518a26e_z,0.390686516001503,0
4342608032_7bc8acf442_z,0.290560804232107,0
4401284683_0e22f3a42d_z,0.1031791617949,0
4358863009_b8cac8bc17_z,0.896968339209443,1
2017_17612352,0.318255292829396,0
4383025536_03fdd1b25d_z,0.272685026179418,0
4376102671_11bbba146c_z,0.88577929621332,1
2017_39097918,0.0395932331720752,0
4348449333_e8474ee93c_s,0.301086138464202,0
4346752024_c348c2faa2_z,0.512048876320153,1
4316852738_364ddbcc20_z,0.456089155557881,0
4379133583_f3de989bed_z,0.887429522149523,1
2017_66472893,0.982502843063227,1
4333150828_52c9577611_z,0.0601253886302293,0
4383512176_24ecbdecff_z,0.237201411434418,0
4378948695_88aa8d4dd0_z,0.0628071294635597,0
4331834583_ae4b7c7447_z,0.278964338611002,0
4380242010_163e2b752a_z,0.0313826860754294,0
2017_72894411,0.103054964768606,0
4364499701_2d567776b6_z,0.949858544531127,1
4327997985_e7dd4ceb2d_z,0.0546835404030752,0
4371062019_8bfb07a29b_z,0.765352959736362,1
4354215839_9feec4a12f_z,0.679066104772088,1
4364664727_4394198254_z,0.0747994472961292,0
4334769082_6827b8eb24_z,0.276255320471395,0
4379273989_9ca59a77d1_z,0.361193804959513,0
4382264116_a3453102b4_z,0.257831561962522,0
4360006080_44c936fff2_z,0.306316158426181,0
2017_58080541,0.494162538047564,0
4319970919_473ee177c8_z,0.596462983908921,1
4363795710_e78f0f3e7e_z,0.2123482138062,0
4380883025_2a3d5056a6_z,0.850751869370066,1
2017_79080317,0.0881374693123857,0
4375761451_d001a87f2e_z,0.995691938614058,1
4366820932_0fc4058f21_z,0.469600192119649,0
2017_78179362,0.213281095316058,0
4343889243_2454ae2d68_z,0.242275091604003,0
4381575391_3d2396a897_z,0.0217005374618335,0
4325014410_691e0e2423_z,0.11828907047866,0
4313823706_c5d7ed1a07_z,0.685995395777671,1
4366639799_db9b5724ae_z,0.479205024766923,0
4382477333_e0d9da3d12_z,0.687983040807752,1
4380720004_0ef8e6e24a_z,0.787757199179207,1
4380093673_239dfe04ec_z,0.502227611143484,1
4364593318_bf0ec5d7e6_z,0.920920889408151,1
4315797972_2eea654b34_z,0.0334077609000775,0
4399680335_5f50556532_z,0.654005025998047,1
2017_56441431,0.206055113036048,0
4410538072_237ea1c0d0_z,0.551070728893285,1
2017_80010956,0.103379847621934,0
2017_64156440,0.963116728296159,1
4376387367_f4f5906329_z,0.198495012513368,0
4367348776_d30bb87dc0_z,0.437876656093726,0
4381885988_ce958632c7_z,0.928328636109208,1
4371944180_fa803a89f2_z,0.473731481154837,0
2017_67923568,0.225528500036364,0
4352606942_bc12b10d82_z,0.343546183319834,0
4344065749_bd81af924e_z,0.473361029872759,0
4376081617_c87919a333_z,0.972224470525703,1
4377127285_b6819cd44c_z,0.157887350024125,0
4371023274_61809c56a6_z,0.43817434129568,0
4335083714_2d784fcd95_z,0.17218385925989,0
4383775970_6c512217c0_z,0.0350113707883126,0
2017_86994808,0.427026881463324,0
4337460771_f471585a30_z,0.305145911202418,0
4361778354_a6d24703cd_z,0.19275777988919,0
4335790541_66ea63e012_z,0.344129832431628,0
4329911357_b60fc4182d_z,0.868570039367788,1
4356584905_4eb4ce1789_s,0.541624598490398,1
2017_99393020,0.759725280452735,1
4366597805_e7a1ef9165_z,0.493852530633697,0
4352786091_7e3eaaa727_z,0.53648385895389,1
4338814849_fd39276807_z,0.00768928392021237,0
4361540849_2a9d009353_z,0.00151288887558118,0
4376889588_45e9dcc7b0_z,0.113139233633725,0
4364327875_bb8ba89da7_z,0.649717295933931,1
4314381643_02039a3d30_s,0.315520105155099,0
4350762195_be7eec8d98_z,0.942738965022759,1
2017_32441227,0.483816118655892,0
2017_35946697,0.487581167450627,0
4381274964_c2a45e16e7_z,0.903314668175113,1
4361076874_6b2d848444_z,0.0265830269550336,0
4324263961_a82e427555_z,0.55932543858655,1
4381998514_483b13e6b5_s,0.950426433795568,1
4376321904_2040b7a627_z,0.326627742252674,0
4375892790_a0b97da4f2_z,0.53798652300951,1
4345972224_226865589a_z,0.767389995528762,1
2017_94014890,0.847045276567836,1
4361818692_31908fe458_z,0.348764525834223,0
4353903810_f2f21913c5_z,0.786210081112499,1
4384886355_5b97d540bb_z,0.477181213877615,0
4363303016_58ccb6a27b_z,0.21780272353225,0
4383475307_79251b9342_z,0.832238884461484,1
4328746440_8f98c456b5_s,0.976066812359803,1
4366816521_6f4cd2658d_z,0.689165044176067,1
4379704031_a9d95797aa_z,0.721882103673266,1
2017_95850094,0.685075024530289,1
4397635765_f3d1921ddf_z,0.0236076181240147,0
4336887630_85cf631989_z,0.706855291975544,1
4349147917_66f4ff5cd0_z,0.208474529667931,0
4331222814_7aa620abca_z,0.873133611642282,1
4361893079_1ea8b18941_z,0.861766961497617,1
2017_68493863,0.757190332296047,1
4379585367_6fe028644f_z,0.217262119400014,0
2017_65594271,0.642523125149523,1
4384010388_7d57e2debd_z,0.369625963550134,0
4350552325_ef17f356b4_z,0.522432861136641,1
2017_40779218,0.899911433269915,1
4375495454_36e15d9d11_z,0.875092273394455,1
4379504450_f35942cc58_z,0.449181544662485,0
4350588815_c8b0c5d111_z,0.327906926440667,0
4376594558_53df437fc2_z,0.969622490398247,1
4376114066_f701346f52_z,0.107366208559306,0
2017_33904537,0.488628399759476,0
4382682564_062f6b3f25_z,0.216500362787085,0
4335058891_2f60ec0f22_z,0.964420815720846,1
4345624032_de21bbaf17_z,0.0596576170293441,0
2017_32542777,0.0631970880154806,0
4375800890_06b87edf58_z,0.468068892808696,0
4356614111_6702c36869_z,0.623599102781101,1
4356714934_bfcb54425c_z,0.625921286073391,1
4361408659_b9ff5c0e35_z,0.757208446908085,1
4322700568_8d0dd1f0ef_z,0.245070472031357,0
2017_10869512,0.603934482331965,1
2017_83815849,0.0852334960502435,0
4369019172_51bdd38a7b_z,0.505171213543971,1
2017_54649297,0.558859422455689,1
2017_72829723,0.133926658795153,0
4357314927_db14ca9e51_z,0.804676396031763,1
4381978124_c041ea268d_z,0.800279519103224,1
4380769116_0afa98cea0_z,0.848401833239839,1
4381339718_49f52faee9_z,0.579047516051526,1
4383358267_abd5313501_z,0.427421999192097,0
4330340664_ce34ab124a_z,0.300255459674787,0
4363947055_22275db542_z,0.679338021342957,1
4368451799_042e479973_z,0.525185687359956,1
4320216719_d3fa09d20c_z,0.500172187571204,1
4386360176_2a35e1e84b_z,0.715156441033065,1
4386410900_0ccaafc709_z,0.775491318780848,1
4376970366_236e1255b1_z,0.290613956814678,0
4345885485_9058a9deae_z,0.0749722376650924,0
