image,probability,pred_class
2017_55527913,1,1
4384717980_2250137c0c_z,1,0
4375934614_f64b50ec81_z,1,0
2017_23927189,1,1
4352302421_03edd7c0d6_z,1,0
4330003844_3656a9bd32_z,1,0
4385180262_2f77a8392a_z,1,1
4360823353_41565fa504_z,1,0
2017_62031570,1,1
4385341756_d719304b20_s,1,0
2017_67914030,1,1
4326947321_08e5758051_z,1,0
4358153529_c5d240a7b5_z,1,0
4386252688_7a5314097d_z,1,0
4383738935_f79622924f_z,1,0
4380513235_ba6686a01c_z,1,0
4383754043_3f0a32c289_z,1,1
4357086912_6755783aa2_z,1,0
4372628898_c5b4126d22_z,1,0
4377209403_23f9e2e598_z,1,0
4374301151_a11b25436b_z,1,0
4334587775_fa0228133d_z,1,1
4343865567_729415a25f_z,1,0
4359244312_057ce2e732_z,1,0
4361218216_9e0137bbaf_z,1,0
4372828478_f2b0f8f91b_z,1,0
4317414051_a287ee76c7_z,1,0
2017_92123783,1,1
2017_45345122,1,1
4416212939_41205cf743_s,1,0
4340622326_b1cbc0e339_z,1,0
4350297285_8110cc279c_z,1,0
4358007772_1a3fb863a8_z,1,0
4378148903_9fb21421f6_z,1,0
4418027271_993f14be42_z,1,0
4376850669_5376f16215_z,1,0
4382352196_83791697ba_z,1,0
4384156677_153dd4435e_z,1,0
4367719325_87983c792c_z,1,0
4333824756_52105fe86a_z,1,0
4363819643_41947fab8f_z,1,0
4380956028_9b03fe5f46_z,1,0
4357251786_8f6546dd66_s,1,0
4374475930_9e1e0e7552_z,1,0
2017_52022061,1,1
4360551694_6a8f7fcd63_z,1,0
4356734454_ccb9e310db_z,1,0
4322775284_71a7f206e5_z,1,0
4382604202_bc1f47ba97_z,1,0
2017_71707172,1,1
4374395093_0375ac8492_z,1,0
4377471597_a4fb7f3972_z,1,1
2017_29509000,1,1
4377234733_1ff0fdfdd2_z,1,0
4381836208_1e7a030ff2_z,1,0
2017_46554895,1,1
4356414825_93e3aa8313_z,1,0
4385775251_9f1d2ffd9a_z,1,0
4372599605_548a7765dc_z,1,0
4337267880_37061662d4_z,1,1
2017_71465995,1,1
4372300990_cee8f6d997_z,1,0
4358169555_8ea6fc39ef_z,1,0
2017_18478421,1,1
4329980366_2dea7af930_z,1,1
4418033917_b0c36b5141_z,1,0
4377175478_38476229f9_z,1,1
4356490299_3b4aa18178_z,1,0
4373214811_84429e3fe6_s,1,0
4351638085_8dd0a8a988_z,1,0
2017_92711402,1,1
2017_56122215,1,1
4377213255_f7c286c844_z,1,0
2017_83502612,1,1
4370646565_bdb3e5dbfe_z,1,0
4356764205_6306e8558d_z,1,0
4336553088_cf241cf216_z,1,0
4354736483_528feebda7_z,1,0
4368747787_52f31961db_z,1,0
4349131397_68cb2a5d0e_z,1,0
2017_41527027,1,1
4353110075_0cf37d5d49_z,1,0
4315150295_ee05c4793d_z,1,0
4338685620_5bb5e590af_z,1,0
2017_16820852,1,1
4357945059_bf7cda8159_z,1,0
4382338437_6696b39270_z,1,0
4326123226_7d1a3042e2_z,1,1
2017_87938248,1,1
4331839863_6ceb654094_z,1,0
2017_68098654,1,1
4352858166_9a52bfe7f6_z,1,0
4416838794_389ae46148_z,1,0
4378211111_f42e387d30_z,1,0
4376215557_d7af631e29_z,1,0
4343985861_b81502b333_s,1,0
4365693661_67a45dd701_z,1,0
4374230661_8ec23b8323_z,1,0
4367364839_b5fbfbbf83_z,1,0
4360232246_bfd5322ff8_z,1,0
4375244464_8dfd2bb76a_z,1,0
4378994582_1367d3e0ba_z,1,0
4329183626_722ce5fd49_z,1,0
4371887687_7608b79850_z,1,0
4385808068_882283bd8f_z,1,0
4378452015_446e208539_z,1,1
4338881120_8c6845319e_z,1,0
4370391364_16716eae46_z,1,0
4377853682_7ea865ed0e_z,1,0
4379742422_1feaea919d_z,1,0
4374357291_32af15d393_z,1,0
4385730335_934b79d3b0_z,1,0
2017_77690565,1,1
4357322076_6de85785b5_z,1,1
4376389346_b4df7d826e_z,1,1
4325122615_34bef797d5_z,1,0
4330080108_88f4433172_z,1,0
4373332078_73acd7f7e7_z,1,0
2017_12099683,1,1
2017_66277173,1,1
2017_86197809,1,1
4381590473_94f3392cb0_z,1,0
4357259677_d27a3a5a6a_z,1,0
4362377325_25f25c508c_z,1,0
4381083896_3d8d1a209d_z,1,0
4361637058_fd4a00389a_z,1,0
2017_62976278,1,1
4373094953_b52d200bc3_z,1,0
4384314491_36f7a470d7_z,1,0
4367775272_c83a2cc64e_z,1,0
4373087922_10beb164c8_z,1,0
4341675713_5e2cbf5bf3_z,1,0
4374516665_0b7a7d978b_z,1,0
4343866438_827e9b4760_z,1,0
4382411053_948fc7183b_z,1,1
4367275843_2cd1b0556c_z,1,0
4381001026_21a277a4c5_z,1,1
2017_42790309,1,1
4328206838_218a99e9bc_z,1,0
4373174668_46caa0ca9f_z,1,0
2017_57076916,1,1
4345165998_9f6b0bf5b5_z,1,0
4375994871_8e8c7866db_z,1,0
4357080460_517968fc47_z,1,0
4320254528_0a685f78fd_z,1,0
4316611021_e69de8bea0_z,1,1
2017_17348563,1,1
4375596015_7ab309c57c_z,1,0
4339619780_35bb439abf_z,1,1
4313120413_7e1cc0666f_z,1,0
4368451015_67e32d1077_z,1,0
